0.5,1.27
0.6,6.58
0.7,7.00
0.8,8.83
0.9,8.66
1.0,5.53
1.1,9.33
1.2,14.57
1.3,8.51
1.4,17.61
1.5,12.94
1.6,18.45
1.7,19.85
1.8,25.03
1.9,28.14
2.0,28.31
2.1,33.41
2.2,41.43
2.3,40.87
2.4,56.71
2.5,59.32
